frame,time_sec,slot_id,track_id,img_foot_x,img_foot_y,court_x_m,court_y_m
1757,58.567,0,1,733,1007,1.869,12.487
1757,58.567,1,4,974,555,3.238,3.817
1758,58.6,0,1,729,996,1.839,12.331
1758,58.6,1,4,970,553,3.208,3.764
1759,58.633,0,1,712,1003,1.751,12.431
1759,58.633,1,4,961,536,3.142,3.312
1760,58.667,0,1,705,1015,1.722,12.599
1760,58.667,1,4,945,546,3.021,3.579
1761,58.7,0,1,705,1015,1.722,12.599
1761,58.7,1,4,945,546,3.021,3.579
1762,58.733,0,1,702,1031,1.718,12.82
1762,58.733,1,4,939,543,2.975,3.499
1763,58.767,0,1,701,1037,1.717,12.902
1763,58.767,1,4,936,544,2.953,3.525
1764,58.8,0,1,701,1039,1.719,12.929
1764,58.8,1,4,944,505,3.011,2.452
1765,58.833,0,1,698,1039,1.703,12.929
1765,58.833,1,4,939,505,2.972,2.452
1766,58.867,0,1,698,1039,1.703,12.929
1766,58.867,1,4,939,505,2.972,2.452
1767,58.9,0,1,694,1039,1.681,12.929
1767,58.9,1,4,936,505,2.949,2.452
1768,58.933,0,1,692,1039,1.67,12.929
1768,58.933,1,4,929,497,2.893,2.223
1769,58.967,0,1,691,1039,1.665,12.929
1769,58.967,1,4,944,533,3.012,3.23
1770,59.0,0,1,688,1039,1.649,12.929
1770,59.0,1,4,940,533,2.982,3.23
1771,59.033,0,1,688,1039,1.649,12.929
1771,59.033,1,4,940,533,2.982,3.23
1772,59.067,0,1,685,1039,1.633,12.929
1772,59.067,1,4,930,542,2.907,3.472
1773,59.1,0,1,682,1038,1.616,12.915
1773,59.1,1,4,913,542,2.779,3.471
1774,59.133,0,1,677,1038,1.589,12.915
1774,59.133,1,4,896,541,2.65,3.443
1775,59.167,0,1,678,1036,1.592,12.888
1775,59.167,1,4,895,533,2.639,3.228
1776,59.2,0,1,678,1036,1.592,12.888
1776,59.2,1,4,895,533,2.639,3.228
1777,59.233,0,1,686,1031,1.631,12.82
1777,59.233,1,4,891,530,2.608,3.146
1778,59.267,0,1,696,1018,1.675,12.641
1778,59.267,1,4,885,531,2.562,3.173
1779,59.3,0,1,702,1012,1.703,12.557
1779,59.3,1,4,883,533,2.548,3.227
1780,59.333,0,1,739,1014,1.907,12.586
1780,59.333,1,4,871,533,2.457,3.227
1781,59.367,0,1,738,1014,1.901,12.586
1781,59.367,1,4,871,533,2.457,3.227
1782,59.4,0,1,751,1014,1.972,12.586
1782,59.4,1,4,858,499,2.337,2.278
1783,59.433,0,1,763,1014,2.038,12.586
1783,59.433,1,4,851,532,2.304,3.199
1784,59.467,0,1,770,1012,2.075,12.559
1784,59.467,1,4,819,532,2.06,3.198
1785,59.5,0,1,776,1014,2.109,12.587
1785,59.5,1,4,817,533,2.045,3.225
1786,59.533,0,1,776,1014,2.109,12.587
1786,59.533,1,4,817,533,2.045,3.225
1787,59.567,0,1,783,1015,2.148,12.601
1787,59.567,1,4,815,529,2.027,3.116
1788,59.6,0,1,788,1016,2.175,12.615
1788,59.6,1,4,821,524,2.069,2.979
1789,59.633,0,1,801,997,2.237,12.347
1789,59.633,1,4,843,500,2.221,2.306
1790,59.667,0,1,813,982,2.297,12.132
1790,59.667,1,4,842,496,2.21,2.191
1791,59.7,0,1,813,982,2.297,12.132
1791,59.7,1,4,842,496,2.21,2.191
1792,59.733,0,1,821,964,2.333,11.868
1792,59.733,1,4,842,470,2.191,1.424
1793,59.767,0,1,825,945,2.348,11.584
1793,59.767,1,4,840,468,2.173,1.363
1794,59.8,0,1,829,942,2.369,11.538
1794,59.8,1,4,834,470,2.127,1.423
1795,59.833,0,1,835,942,2.403,11.538
1795,59.833,1,4,831,471,2.103,1.453
1796,59.867,0,1,834,942,2.398,11.538
1796,59.867,1,4,831,471,2.103,1.453
1797,59.9,0,1,840,938,2.43,11.477
1797,59.9,1,4,831,471,2.103,1.453
1798,59.933,0,1,847,931,2.468,11.37
1798,59.933,1,4,827,472,2.072,1.483
1799,59.967,0,1,857,925,2.523,11.277
1799,59.967,1,4,820,472,2.016,1.483
1800,60.0,0,1,860,922,2.54,11.231
1800,60.0,1,4,808,481,1.929,1.751
1801,60.033,0,1,866,922,2.574,11.231
1801,60.033,1,4,808,481,1.929,1.751
1802,60.067,0,1,876,924,2.632,11.262
1802,60.067,1,4,809,480,1.936,1.721
1803,60.1,0,1,885,922,2.684,11.231
1803,60.1,1,4,813,481,1.968,1.751
1804,60.133,0,1,892,921,2.724,11.216
1804,60.133,1,4,817,480,1.999,1.722
1805,60.167,0,1,893,920,2.73,11.2
1805,60.167,1,4,825,482,2.065,1.781
1806,60.2,0,1,893,920,2.73,11.2
1806,60.2,1,4,825,482,2.065,1.781
1807,60.233,0,1,904,921,2.793,11.216
1807,60.233,1,4,822,480,2.039,1.722
1808,60.267,0,1,919,916,2.88,11.138
1808,60.267,1,4,828,480,2.087,1.722
1809,60.3,0,1,946,911,3.036,11.06
1809,60.3,1,4,828,480,2.087,1.722
1810,60.333,0,1,962,905,3.129,10.965
1810,60.333,1,4,835,472,2.136,1.484
1811,60.367,0,1,962,905,3.129,10.965
1811,60.367,1,4,835,472,2.136,1.484
1812,60.4,0,1,977,889,3.218,10.708
1812,60.4,1,4,844,472,2.208,1.484
1813,60.433,0,1,990,872,3.298,10.429
1813,60.433,1,4,841,473,2.185,1.514
1814,60.467,0,1,1003,871,3.375,10.412
1814,60.467,1,4,841,481,2.191,1.752
1815,60.5,0,1,1016,890,3.448,10.725
1815,60.5,1,4,844,488,2.22,1.958
1816,60.533,0,1,1016,890,3.448,10.725
1816,60.533,1,4,844,488,2.22,1.958
1817,60.567,0,1,997,892,3.336,10.757
1817,60.567,1,4,847,488,2.244,1.958
1818,60.6,0,1,1016,890,3.448,10.725
1818,60.6,1,4,855,487,2.306,1.929
1819,60.633,0,1,1055,889,3.678,10.71
1819,60.633,1,4,878,487,2.488,1.93
1820,60.667,0,1,1039,887,3.585,10.677
1820,60.667,1,4,889,488,2.576,1.96
1821,60.7,0,1,1067,887,3.75,10.678
1821,60.7,1,4,889,488,2.576,1.96
1822,60.733,0,1,1077,883,3.811,10.613
1822,60.733,1,4,898,488,2.647,1.961
1823,60.767,0,1,1091,880,3.895,10.564
1823,60.767,1,4,907,488,2.718,1.961
1824,60.8,0,1,1078,875,3.821,10.481
1824,60.8,1,4,912,488,2.758,1.961
1825,60.833,0,1,1090,871,3.894,10.415
1825,60.833,1,4,920,503,2.824,2.395
1826,60.867,0,1,1090,871,3.894,10.415
1826,60.867,1,4,920,503,2.824,2.395
1827,60.9,0,1,1098,867,3.944,10.348
1827,60.9,1,4,929,511,2.895,2.621
1828,60.933,0,1,1107,855,4.005,10.146
1828,60.933,1,4,941,513,2.988,2.678
1829,60.967,0,1,1109,861,4.013,10.248
1829,60.967,1,4,950,500,3.058,2.31
1830,61.0,0,1,1104,859,3.985,10.214
1830,61.0,1,4,956,519,3.104,2.846
1831,61.033,0,1,1104,859,3.985,10.214
1831,61.033,1,4,956,519,3.104,2.846
1832,61.067,0,1,1103,857,3.98,10.18
1832,61.067,1,4,965,525,3.173,3.012
1833,61.1,0,1,1103,856,3.98,10.163
1833,61.1,1,4,977,528,3.265,3.095
1834,61.133,0,1,1099,855,3.957,10.146
1834,61.133,1,4,995,534,3.401,3.259
1835,61.167,0,1,1098,853,3.952,10.112
1835,61.167,1,4,1008,534,3.499,3.259
1836,61.2,0,1,1098,853,3.952,10.112
1836,61.2,1,4,1008,534,3.499,3.259
1837,61.233,0,1,1095,852,3.934,10.095
1837,61.233,1,4,1014,534,3.545,3.26
1838,61.267,0,1,1105,850,3.996,10.061
1838,61.267,1,4,1020,488,3.611,1.966
1839,61.3,0,1,1099,849,3.96,10.044
1839,61.3,1,4,1022,488,3.627,1.966
1840,61.333,0,1,1091,849,3.912,10.044
1840,61.333,1,4,1033,488,3.714,1.966
1841,61.367,0,1,1091,849,3.912,10.044
1841,61.367,1,4,1033,488,3.714,1.966
1842,61.4,0,1,1085,849,3.876,10.043
1842,61.4,1,4,1042,560,3.744,3.95
1843,61.433,0,1,1082,852,3.856,10.095
1843,61.433,1,4,1042,560,3.744,3.95
1844,61.467,0,1,1077,854,3.825,10.128
1844,61.467,1,4,1104,546,4.218,3.585
1845,61.5,0,1,1076,854,3.819,10.128
1845,61.5,1,4,1125,546,4.376,3.586
1846,61.533,0,1,1076,854,3.819,10.128
1846,61.533,1,4,1125,546,4.376,3.586
1847,61.567,0,1,1072,853,3.795,10.111
1847,61.567,1,4,1145,547,4.526,3.613
1848,61.6,0,1,1090,846,3.908,9.992
1848,61.6,1,4,1216,516,5.112,2.773
1849,61.633,0,1,1103,846,3.986,9.992
1849,61.633,1,4,1216,516,5.112,2.773
1850,61.667,0,1,1110,851,4.026,10.078
1850,61.667,1,4,1216,516,5.112,2.773
1851,61.7,0,1,1110,851,4.026,10.078
1851,61.7,1,4,1216,516,5.112,2.773
1852,61.733,0,1,1093,872,3.911,10.431
1852,61.733,1,4,1234,499,5.282,2.293
1853,61.767,0,1,1095,881,3.918,10.58
1853,61.767,1,4,1234,499,5.282,2.293
1854,61.8,0,1,1044,889,3.613,10.71
1854,61.8,1,4,1238,465,5.38,1.289
1855,61.833,0,1,1036,891,3.566,10.742
1855,61.833,1,4,1251,454,5.508,0.952
1856,61.867,0,1,1036,891,3.566,10.742
1856,61.867,1,4,1251,454,5.508,0.952
1857,61.9,0,1,1040,891,3.589,10.742
1857,61.9,1,4,1251,447,5.523,0.734
1858,61.933,0,1,1049,891,3.642,10.742
1858,61.933,1,4,1255,434,5.584,0.321
1859,61.967,0,1,1059,891,3.701,10.742
1859,61.967,1,4,1256,434,5.593,0.321
1860,62.0,0,1,1069,890,3.76,10.727
1860,62.0,1,4,1258,434,5.609,0.321
1861,62.033,0,1,1069,890,3.76,10.727
1861,62.033,1,4,1258,434,5.609,0.321
1862,62.067,0,1,1076,892,3.801,10.759
1862,62.067,1,4,1258,434,5.609,0.321
1863,62.1,0,1,1085,887,3.856,10.678
1863,62.1,1,4,1258,434,5.609,0.321
1864,62.133,0,1,1099,880,3.943,10.564
1864,62.133,1,4,1265,439,5.656,0.481
1865,62.167,0,1,1115,865,4.047,10.315
1865,62.167,1,4,1266,444,5.652,0.64
1866,62.2,0,1,1115,865,4.047,10.315
1866,62.2,1,4,1266,444,5.652,0.64
1867,62.233,0,1,1126,859,4.117,10.215
1867,62.233,1,4,1266,449,5.641,0.797
1868,62.267,0,1,1135,852,4.176,10.096
1868,62.267,1,4,1266,449,5.641,0.797
1869,62.3,0,1,1143,851,4.225,10.079
1869,62.3,1,4,1266,449,5.641,0.797
1870,62.333,0,1,1154,854,4.289,10.131
1870,62.333,1,4,1267,492,5.555,2.092
1871,62.367,0,1,1155,854,4.295,10.131
1871,62.367,1,4,1267,492,5.555,2.092
1872,62.4,0,1,1161,856,4.33,10.165
1872,62.4,1,4,1271,512,5.544,2.663
1873,62.433,0,1,1172,858,4.394,10.199
1873,62.433,1,4,1273,532,5.519,3.215
1874,62.467,0,1,1180,856,4.444,10.165
1874,62.467,1,4,1275,552,5.494,3.75
1875,62.5,0,1,1189,860,4.494,10.233
1875,62.5,1,4,1277,572,5.471,4.267
1876,62.533,0,1,1189,860,4.494,10.233
1876,62.533,1,4,1277,572,5.471,4.267
1877,62.567,0,1,1184,845,4.478,9.977
1877,62.567,1,4,1280,645,5.36,6.024
1878,62.6,0,1,1188,838,4.509,9.857
1878,62.6,1,4,1280,645,5.36,6.024
1879,62.633,0,1,1176,833,4.44,9.769
1879,62.633,1,4,1228,577,5.101,4.392
1880,62.667,0,1,1187,832,4.509,9.752
1880,62.667,1,4,1208,577,4.954,4.391
1881,62.7,0,1,1187,832,4.509,9.752
1881,62.7,1,4,1208,577,4.954,4.391
1882,62.733,0,1,1193,823,4.554,9.594
1882,62.733,1,4,1215,593,4.981,4.791
1883,62.767,0,1,1197,819,4.583,9.523
1883,62.767,1,4,1225,594,5.052,4.816
1884,62.8,0,1,1196,809,4.587,9.344
1884,62.8,1,4,1097,616,4.106,5.343
1885,62.833,0,1,1201,802,4.625,9.217
1885,62.833,1,4,1097,616,4.106,5.343
1886,62.867,0,1,1200,802,4.619,9.217
1886,62.867,1,4,1097,616,4.106,5.343
1887,62.9,0,1,1205,796,4.656,9.107
1887,62.9,1,4,1098,616,4.114,5.343
1888,62.933,0,1,1209,783,4.696,8.867
1888,62.933,1,4,1098,616,4.114,5.343
1889,62.967,0,1,1211,776,4.716,8.735
1889,62.967,1,4,1098,616,4.114,5.343
1890,63.0,0,1,1212,783,4.715,8.867
1890,63.0,1,4,1098,616,4.114,5.343
1891,63.033,0,1,1211,783,4.708,8.867
1891,63.033,1,4,1098,615,4.114,5.319
1892,63.067,0,1,1216,783,4.74,8.867
1892,63.067,1,4,1098,615,4.114,5.319
1893,63.1,0,1,1226,783,4.803,8.867
1893,63.1,1,4,1098,615,4.114,5.319
1894,63.133,0,1,1231,782,4.836,8.849
1894,63.133,1,4,1098,615,4.114,5.319
1895,63.167,0,1,1219,782,4.76,8.848
1895,63.167,1,4,1098,615,4.114,5.319
1896,63.2,0,1,1218,782,4.754,8.848
1896,63.2,1,4,1098,615,4.114,5.319
1897,63.233,0,1,1215,778,4.739,8.773
1897,63.233,1,4,1098,615,4.114,5.319
1898,63.267,0,1,1213,778,4.727,8.773
1898,63.267,1,4,1098,615,4.114,5.319
1899,63.3,0,1,1216,779,4.745,8.792
1899,63.3,1,4,1098,615,4.114,5.319
1900,63.333,0,1,1237,780,4.876,8.811
1900,63.333,1,4,1098,615,4.114,5.319
1901,63.367,0,1,1237,780,4.876,8.811
1901,63.367,1,4,1098,615,4.114,5.319
1902,63.4,0,1,1201,780,4.648,8.81
1902,63.4,1,4,1098,615,4.114,5.319
1903,63.433,0,1,1196,791,4.605,9.015
1903,63.433,1,4,1098,615,4.114,5.319
1904,63.467,0,1,1188,799,4.547,9.162
1904,63.467,1,4,1098,615,4.114,5.319
1905,63.5,0,1,1188,799,4.547,9.162
1905,63.5,1,4,1098,615,4.114,5.319
1906,63.533,0,1,1176,812,4.46,9.397
1906,63.533,1,4,1098,615,4.114,5.319
1907,63.567,0,1,1146,810,4.275,9.36
1907,63.567,1,4,1098,615,4.114,5.319
1908,63.6,0,1,1158,812,4.348,9.397
1908,63.6,1,4,1098,615,4.114,5.319
1909,63.633,0,1,1164,812,4.385,9.397
1909,63.633,1,4,1098,615,4.114,5.319
1910,63.667,0,1,1163,812,4.379,9.397
1910,63.667,1,4,1098,615,4.114,5.319
1911,63.7,0,1,1158,812,4.348,9.397
1911,63.7,1,4,1098,615,4.114,5.319
1912,63.733,0,1,1152,818,4.306,9.504
1912,63.733,1,4,1098,615,4.114,5.319
1913,63.767,0,1,1143,823,4.246,9.592
1913,63.767,1,4,1098,615,4.114,5.319
1914,63.8,0,1,1137,828,4.206,9.68
1914,63.8,1,4,1098,615,4.114,5.319
1915,63.833,0,1,1138,828,4.212,9.68
1915,63.833,1,4,1098,615,4.114,5.319
1916,63.867,0,1,1130,833,4.159,9.768
1916,63.867,1,4,1098,615,4.114,5.319
1917,63.9,0,1,1123,837,4.114,9.837
1917,63.9,1,4,1098,615,4.114,5.319
1918,63.933,0,1,1119,842,4.086,9.924
1918,63.933,1,4,1098,615,4.114,5.319
1919,63.967,0,1,1111,842,4.037,9.924
1919,63.967,1,4,1098,615,4.114,5.319
1920,64.0,0,1,1113,842,4.05,9.924
1920,64.0,1,4,1098,615,4.114,5.319
1921,64.033,0,1,1106,841,4.008,9.906
1921,64.033,1,4,1098,615,4.114,5.319
1922,64.067,0,1,1101,844,3.975,9.958
1922,64.067,1,4,1098,615,4.114,5.319
1923,64.1,0,1,1092,849,3.918,10.044
1923,64.1,1,4,1098,615,4.114,5.319
1924,64.133,0,1,1078,875,3.821,10.481
1924,64.133,1,4,1098,615,4.114,5.319
1925,64.167,0,1,1078,875,3.821,10.481
1925,64.167,1,4,1098,615,4.114,5.319
1926,64.2,0,1,1072,880,3.783,10.563
1926,64.2,1,4,1098,615,4.114,5.319
1927,64.233,0,1,1065,884,3.739,10.629
1927,64.233,1,4,1098,615,4.114,5.319
1928,64.267,0,1,1060,887,3.709,10.677
1928,64.267,1,4,1098,615,4.114,5.319
1929,64.3,0,1,1054,887,3.673,10.677
1930,64.333,0,1,1054,887,3.673,10.677
1931,64.367,0,1,1046,888,3.626,10.693
1932,64.4,0,1,1043,887,3.608,10.677
1933,64.433,0,1,1036,887,3.567,10.677
1933,64.433,1,5,1144,474,4.61,1.557
1934,64.467,0,1,1037,885,3.573,10.644
1934,64.467,1,5,1128,472,4.484,1.496
1935,64.5,0,1,1037,885,3.573,10.644
1935,64.5,1,5,1128,472,4.484,1.496
1936,64.533,0,1,1025,885,3.502,10.644
1936,64.533,1,5,1122,475,4.433,1.585
1937,64.567,0,1,1020,891,3.471,10.741
1937,64.567,1,5,1119,475,4.409,1.585
1938,64.6,0,1,1015,900,3.44,10.886
1938,64.6,1,5,1109,474,4.33,1.555
1939,64.633,0,1,997,909,3.333,11.03
1939,64.633,1,5,1109,473,4.331,1.525
1940,64.667,0,1,997,909,3.333,11.03
1940,64.667,1,5,1109,471,4.333,1.465
1941,64.7,0,1,988,917,3.279,11.156
1941,64.7,1,5,1106,471,4.309,1.465
1942,64.733,0,1,985,922,3.261,11.234
1942,64.733,1,5,1095,473,4.219,1.524
1943,64.767,0,1,985,922,3.261,11.234
1943,64.767,1,5,1088,474,4.162,1.554
1944,64.8,0,1,984,920,3.256,11.202
1944,64.8,1,5,1085,476,4.136,1.614
1945,64.833,0,1,984,920,3.256,11.202
1945,64.833,1,5,1084,476,4.128,1.614
1946,64.867,0,1,981,916,3.239,11.14
1946,64.867,1,5,1081,476,4.104,1.614
1947,64.9,0,1,973,916,3.193,11.139
1947,64.9,1,5,1082,474,4.114,1.554
1948,64.933,0,1,951,917,3.065,11.155
1948,64.933,1,5,1076,483,4.058,1.821
1949,64.967,0,1,939,916,2.996,11.139
1949,64.967,1,5,1075,483,4.05,1.821
1950,65.0,0,1,939,916,2.996,11.139
1950,65.0,1,5,1075,483,4.05,1.821
1951,65.033,0,1,919,920,2.88,11.201
1951,65.033,1,5,1073,483,4.034,1.821
1952,65.067,0,1,905,919,2.799,11.185
1952,65.067,1,5,1070,483,4.011,1.821
1953,65.1,0,1,895,922,2.742,11.231
1953,65.1,1,5,1062,483,3.947,1.82
1954,65.133,0,1,886,924,2.69,11.262
1954,65.133,1,5,1050,483,3.852,1.82
1955,65.167,0,1,886,924,2.69,11.262
1955,65.167,1,5,1050,483,3.852,1.82
1956,65.2,0,1,881,925,2.662,11.278
1956,65.2,1,5,1038,483,3.757,1.819
1957,65.233,0,1,875,914,2.624,11.105
1957,65.233,1,5,1031,483,3.701,1.819
1958,65.267,0,1,872,926,2.61,11.293
1958,65.267,1,5,1023,484,3.637,1.848
1959,65.3,0,1,871,960,2.614,11.81
1959,65.3,1,5,1017,492,3.586,2.082
1960,65.333,0,1,871,960,2.614,11.81
1960,65.333,1,5,1017,492,3.586,2.082
1961,65.367,0,1,863,968,2.571,11.929
1961,65.367,1,5,1012,497,3.544,2.226
1962,65.4,0,1,851,963,2.502,11.854
1962,65.4,1,5,1007,499,3.504,2.284
1963,65.433,0,1,846,965,2.474,11.884
1963,65.433,1,5,997,506,3.424,2.483
1964,65.467,0,1,819,968,2.324,11.927
1964,65.467,1,5,995,506,3.408,2.483
1965,65.5,0,1,819,968,2.324,11.927
1965,65.5,1,5,995,506,3.408,2.483
1966,65.533,0,1,807,963,2.254,11.853
1966,65.533,1,5,991,506,3.377,2.483
1967,65.567,0,1,805,961,2.242,11.823
1967,65.567,1,5,988,506,3.354,2.483
1968,65.6,0,1,793,959,2.173,11.793
1968,65.6,1,5,987,506,3.346,2.483
1969,65.633,0,1,784,958,2.122,11.778
1969,65.633,1,5,981,506,3.299,2.482
1970,65.667,0,1,784,952,2.118,11.688
1970,65.667,1,5,981,506,3.299,2.482
1971,65.7,0,1,777,952,2.078,11.688
1971,65.7,1,5,978,507,3.276,2.511
1972,65.733,0,1,771,967,2.054,11.911
1972,65.733,1,5,976,510,3.26,2.595
1973,65.767,0,1,774,989,2.084,12.232
1973,65.767,1,5,956,516,3.104,2.763
1974,65.8,0,1,778,1004,2.114,12.446
1974,65.8,1,5,957,523,3.112,2.957
1975,65.833,0,1,778,1004,2.114,12.446
1975,65.833,1,5,957,523,3.112,2.957
1976,65.867,0,1,786,1016,2.165,12.615
1976,65.867,1,5,953,524,3.081,2.984
1977,65.9,0,1,791,1018,2.193,12.643
1977,65.9,1,5,948,524,3.043,2.984
1978,65.933,0,1,792,1018,2.198,12.643
1978,65.933,1,5,944,519,3.012,2.846
1979,65.967,0,1,792,1017,2.198,12.629
1979,65.967,1,5,948,524,3.043,2.984
1980,66.0,0,1,792,1017,2.198,12.629
1980,66.0,1,5,948,524,3.043,2.984
1981,66.033,0,1,788,1017,2.176,12.629
1981,66.033,1,5,948,524,3.043,2.984
1982,66.067,0,1,786,1017,2.165,12.629
1982,66.067,1,5,948,524,3.043,2.984
1983,66.1,0,1,776,1017,2.111,12.628
1983,66.1,1,5,949,524,3.05,2.984
1984,66.133,0,1,779,1017,2.127,12.629
1984,66.133,1,5,953,524,3.081,2.984
1985,66.167,0,1,779,1017,2.127,12.629
1985,66.167,1,5,953,524,3.081,2.984
1986,66.2,0,1,779,1022,2.13,12.698
1986,66.2,1,5,963,524,3.158,2.985
1987,66.233,0,1,775,1017,2.105,12.628
1987,66.233,1,5,965,522,3.173,2.929
1988,66.267,0,1,773,1014,2.092,12.587
1988,66.267,1,5,966,520,3.181,2.874
1989,66.3,0,1,772,1010,2.085,12.531
1989,66.3,1,5,970,520,3.212,2.874
1990,66.333,0,1,772,1010,2.085,12.531
1990,66.333,1,5,970,520,3.212,2.874
1991,66.367,0,1,774,1006,2.093,12.474
1991,66.367,1,5,971,520,3.22,2.874
1992,66.4,0,1,785,1015,2.159,12.601
1992,66.4,1,5,972,516,3.228,2.763
1993,66.433,0,1,795,987,2.199,12.204
1993,66.433,1,5,977,474,3.274,1.55
1994,66.467,0,1,818,991,2.328,12.262
1994,66.467,1,5,980,516,3.29,2.764
1995,66.5,0,1,822,991,2.351,12.262
1995,66.5,1,5,980,516,3.29,2.764
1996,66.533,0,1,837,989,2.433,12.234
1996,66.533,1,5,981,516,3.297,2.764
1997,66.567,0,1,841,992,2.456,12.277
1997,66.567,1,5,982,516,3.305,2.764
1998,66.6,0,1,849,987,2.499,12.205
1998,66.6,1,5,986,516,3.336,2.764
1999,66.633,0,1,852,987,2.515,12.205
1999,66.633,1,5,993,516,3.39,2.764
2000,66.667,0,1,852,988,2.516,12.22
2000,66.667,1,5,993,516,3.39,2.764
2001,66.7,0,1,856,989,2.538,12.234
2001,66.7,1,5,1018,516,3.583,2.765
2002,66.733,0,1,863,987,2.576,12.206
2002,66.733,1,5,1028,515,3.661,2.738
2003,66.767,0,1,865,977,2.585,12.061
2003,66.767,1,5,1038,515,3.738,2.738
2004,66.8,0,1,869,966,2.604,11.899
2004,66.8,1,5,1044,512,3.786,2.654
2005,66.833,0,1,869,966,2.604,11.899
2005,66.833,1,5,1044,512,3.786,2.654
2006,66.867,0,1,873,951,2.623,11.675
2006,66.867,1,5,1045,500,3.801,2.314
2007,66.9,0,1,879,940,2.654,11.509
2007,66.9,1,5,1047,494,3.821,2.141
2008,66.933,0,1,886,924,2.69,11.262
2008,66.933,1,5,1060,474,3.938,1.553
2009,66.967,0,1,891,918,2.718,11.169
2009,66.967,1,5,1045,475,3.817,1.582
2010,67.0,0,1,891,918,2.718,11.169
2010,67.0,1,5,1045,475,3.817,1.582
2011,67.033,0,1,898,919,2.758,11.185
2011,67.033,1,5,1049,474,3.85,1.553
2012,67.067,0,1,904,917,2.793,11.153
2012,67.067,1,5,1054,474,3.89,1.553
2013,67.1,0,1,905,917,2.799,11.153
2013,67.1,1,5,1056,474,3.906,1.553
2014,67.133,0,1,909,918,2.822,11.169
2014,67.133,1,5,1058,472,3.923,1.493
2015,67.167,0,1,909,918,2.822,11.169
2015,67.167,1,5,1058,472,3.923,1.493
2016,67.2,0,1,917,920,2.868,11.201
2016,67.2,1,5,1062,474,3.954,1.553
2017,67.233,0,1,924,919,2.909,11.185
2017,67.233,1,5,1064,474,3.97,1.553
2018,67.267,0,1,927,914,2.926,11.107
2018,67.267,1,5,1067,472,3.996,1.493
2019,67.3,0,1,934,911,2.966,11.06
2019,67.3,1,5,1070,474,4.018,1.553
2020,67.333,0,1,934,911,2.966,11.06
2020,67.333,1,5,1070,472,4.02,1.493
2021,67.367,0,1,947,897,3.042,10.837
2021,67.367,1,5,1075,472,4.06,1.494
2022,67.4,0,1,950,901,3.059,10.901
2022,67.4,1,5,1080,472,4.1,1.494
2023,67.433,0,1,938,904,2.989,10.948
2023,67.433,1,5,1080,472,4.1,1.494
2024,67.467,0,1,942,901,3.012,10.901
2024,67.467,1,5,1079,472,4.092,1.494
2025,67.5,0,1,942,901,3.012,10.901
2025,67.5,1,5,1079,471,4.093,1.464
2026,67.533,0,1,948,902,3.048,10.917
2026,67.533,1,5,1071,471,4.028,1.463
2027,67.567,0,1,948,902,3.048,10.917
2027,67.567,1,5,1070,471,4.02,1.463
2028,67.6,0,1,947,912,3.042,11.076
2028,67.6,1,5,1070,471,4.02,1.463
2029,67.633,0,1,945,914,3.03,11.107
2029,67.633,1,5,1081,474,4.106,1.554
2030,67.667,0,1,945,914,3.03,11.107
2030,67.667,1,5,1081,474,4.106,1.554
2031,67.7,0,1,948,920,3.048,11.202
2031,67.7,1,5,1081,474,4.106,1.554
2032,67.733,0,1,954,929,3.082,11.342
2032,67.733,1,5,1080,474,4.098,1.554
2033,67.767,0,1,960,940,3.116,11.511
2033,67.767,1,5,1078,474,4.082,1.554
2034,67.8,0,1,965,950,3.144,11.663
2034,67.8,1,5,1077,474,4.074,1.554
2035,67.833,0,1,965,950,3.144,11.663
2035,67.833,1,5,1076,474,4.066,1.554
2036,67.867,0,1,967,957,3.155,11.768
2036,67.867,1,5,1067,474,3.994,1.553
2037,67.9,0,1,971,964,3.178,11.872
2037,67.9,1,5,1061,474,3.946,1.553
2038,67.933,0,1,972,974,3.182,12.019
2038,67.933,1,5,1054,474,3.89,1.553
2039,67.967,0,1,977,1016,3.207,12.619
2039,67.967,1,5,1053,474,3.882,1.553
2040,68.0,0,1,976,992,3.203,12.28
2040,68.0,1,5,1054,474,3.89,1.553
2041,68.033,0,1,980,992,3.225,12.28
2041,68.033,1,5,1052,473,3.875,1.523
2042,68.067,0,1,984,992,3.248,12.28
2042,68.067,1,5,1051,473,3.867,1.523
2043,68.1,0,1,989,994,3.275,12.309
2043,68.1,1,5,1050,474,3.858,1.553
2044,68.133,0,1,993,992,3.297,12.281
2044,68.133,1,5,1048,501,3.824,2.343
2045,68.167,0,1,993,992,3.297,12.281
2045,68.167,1,5,1048,501,3.824,2.343
2046,68.2,0,1,993,991,3.298,12.266
2046,68.2,1,5,1046,507,3.805,2.513
2047,68.233,0,1,995,985,3.309,12.18
2047,68.233,1,5,1044,507,3.789,2.513
2048,68.267,0,1,994,974,3.306,12.02
2048,68.267,1,5,1035,507,3.719,2.513
2049,68.3,0,1,996,979,3.316,12.093
2049,68.3,1,5,1036,507,3.727,2.513
2050,68.333,0,1,996,977,3.316,12.064
2050,68.333,1,5,1035,507,3.719,2.513
2051,68.367,0,1,998,984,3.326,12.166
2051,68.367,1,5,1032,507,3.696,2.513
2052,68.4,0,1,1010,1008,3.388,12.508
2052,68.4,1,5,1030,507,3.68,2.513
2053,68.433,0,1,1021,1016,3.447,12.62
2053,68.433,1,5,1027,509,3.656,2.569
2054,68.467,0,1,1025,1024,3.467,12.731
