frame,time_sec,slot_id,track_id,img_foot_x,img_foot_y,court_x_m,court_y_m
780,26.0,0,1,1017,978,3.433,12.079
780,26.0,1,2,1113,502,4.331,2.374
781,26.033,0,1,1016,975,3.428,12.035
781,26.033,1,2,1116,500,4.357,2.317
782,26.067,0,1,1013,971,3.412,11.976
782,26.067,1,2,1125,496,4.432,2.202
783,26.1,0,1,1013,966,3.414,11.903
783,26.1,1,2,1129,494,4.466,2.145
784,26.133,0,1,1010,925,3.405,11.281
784,26.133,1,2,1132,487,4.498,1.941
785,26.167,0,1,1010,925,3.405,11.281
785,26.167,1,2,1132,487,4.498,1.941
786,26.2,0,1,1003,918,3.366,11.172
786,26.2,1,2,1136,475,4.545,1.586
787,26.233,0,1,997,922,3.331,11.234
787,26.233,1,2,1157,475,4.712,1.587
788,26.267,0,1,993,923,3.307,11.25
788,26.267,1,2,1145,463,4.633,1.224
789,26.3,0,1,987,912,3.274,11.077
789,26.3,1,2,1143,462,4.618,1.193
790,26.333,0,1,987,912,3.274,11.077
790,26.333,1,2,1143,462,4.618,1.193
791,26.367,0,1,982,914,3.245,11.108
791,26.367,1,2,1144,461,4.627,1.163
792,26.4,0,1,979,900,3.229,10.886
792,26.4,1,2,1145,460,4.637,1.132
793,26.433,0,1,985,892,3.265,10.757
793,26.433,1,2,1140,462,4.594,1.193
794,26.467,0,1,986,894,3.271,10.789
794,26.467,1,2,1132,464,4.526,1.254
795,26.5,0,1,986,893,3.271,10.773
795,26.5,1,2,1132,464,4.526,1.254
796,26.533,0,1,986,893,3.271,10.773
796,26.533,1,2,1141,463,4.6,1.224
797,26.567,0,1,987,894,3.277,10.789
797,26.567,1,2,1129,466,4.5,1.315
798,26.6,0,1,988,897,3.282,10.838
798,26.6,1,2,1141,466,4.596,1.315
799,26.633,0,1,989,896,3.288,10.821
799,26.633,1,2,1143,466,4.612,1.315
800,26.667,0,1,989,896,3.288,10.821
800,26.667,1,2,1143,466,4.612,1.315
801,26.7,0,1,995,895,3.324,10.806
801,26.7,1,2,1145,467,4.627,1.346
802,26.733,0,1,1004,895,3.376,10.806
802,26.733,1,2,1144,463,4.625,1.224
803,26.767,0,1,1016,895,3.447,10.806
803,26.767,1,2,1141,482,4.575,1.794
804,26.8,0,1,1024,895,3.494,10.806
804,26.8,1,2,1133,482,4.512,1.794
805,26.833,0,1,1024,895,3.494,10.806
805,26.833,1,2,1133,482,4.512,1.794
806,26.867,0,1,1031,895,3.535,10.806
806,26.867,1,2,1127,482,4.464,1.794
807,26.9,0,1,1036,895,3.564,10.807
807,26.9,1,2,1119,482,4.401,1.793
808,26.933,0,1,1040,895,3.588,10.807
808,26.933,1,2,1117,482,4.385,1.793
809,26.967,0,1,1040,896,3.587,10.823
809,26.967,1,2,1115,481,4.37,1.764
810,27.0,0,1,1039,896,3.582,10.823
810,27.0,1,2,1115,481,4.37,1.764
811,27.033,0,1,1036,897,3.564,10.839
811,27.033,1,2,1115,462,4.392,1.192
812,27.067,0,1,1032,898,3.54,10.855
812,27.067,1,2,1113,461,4.377,1.162
813,27.1,0,1,1028,899,3.516,10.871
813,27.1,1,2,1112,465,4.364,1.284
814,27.133,0,1,1020,899,3.469,10.871
814,27.133,1,2,1111,468,4.353,1.375
815,27.167,0,1,1020,899,3.469,10.871
815,27.167,1,2,1111,468,4.353,1.375
816,27.2,0,1,1008,899,3.399,10.87
816,27.2,1,2,1109,465,4.34,1.283
817,27.233,0,1,1004,900,3.375,10.886
817,27.233,1,2,1107,519,4.267,2.852
818,27.267,0,1,1002,901,3.363,10.902
818,27.267,1,2,1109,519,4.283,2.852
819,27.3,0,1,1000,896,3.353,10.822
819,27.3,1,2,1112,528,4.297,3.1
820,27.333,0,1,1000,896,3.353,10.822
820,27.333,1,2,1112,528,4.297,3.1
821,27.367,0,1,996,900,3.329,10.886
821,27.367,1,2,1117,560,4.302,3.953
822,27.4,0,1,984,900,3.258,10.886
822,27.4,1,2,1117,572,4.29,4.261
823,27.433,0,1,975,899,3.206,10.869
823,27.433,1,2,1089,591,4.069,4.737
824,27.467,0,1,965,896,3.147,10.821
824,27.467,1,2,1112,596,4.231,4.861
825,27.5,0,1,965,896,3.147,10.821
825,27.5,1,2,1112,596,4.231,4.861
826,27.533,0,1,962,894,3.13,10.789
826,27.533,1,2,1085,596,4.036,4.86
827,27.567,0,1,957,891,3.1,10.74
827,27.567,1,2,1083,596,4.021,4.86
828,27.6,0,1,952,900,3.071,10.885
828,27.6,1,2,1093,596,4.094,4.86
829,27.633,0,1,946,917,3.036,11.154
829,27.633,1,2,1081,596,4.007,4.86
830,27.667,0,1,946,917,3.036,11.154
830,27.667,1,2,1081,596,4.007,4.86
831,27.7,0,1,940,922,3.002,11.233
831,27.7,1,2,1077,596,3.978,4.86
832,27.733,0,1,934,922,2.967,11.232
832,27.733,1,2,1077,596,3.978,4.86
833,27.767,0,1,929,922,2.938,11.232
833,27.767,1,2,1076,596,3.971,4.86
834,27.8,0,1,924,925,2.909,11.279
834,27.8,1,2,1071,596,3.934,4.859
835,27.833,0,1,924,925,2.909,11.279
835,27.833,1,2,1071,596,3.934,4.859
836,27.867,0,1,921,920,2.892,11.201
836,27.867,1,2,1072,596,3.942,4.859
837,27.9,0,1,915,918,2.857,11.169
837,27.9,1,2,1064,596,3.884,4.859
838,27.933,0,1,911,894,2.83,10.787
838,27.933,1,2,1064,596,3.884,4.859
839,27.967,0,1,908,884,2.811,10.624
839,27.967,1,2,1060,597,3.854,4.883
840,28.0,0,1,913,884,2.84,10.625
840,28.0,1,2,1060,596,3.855,4.859
841,28.033,0,1,913,879,2.84,10.542
841,28.033,1,2,1055,596,3.819,4.859
842,28.067,0,1,915,881,2.852,10.575
842,28.067,1,2,1052,596,3.797,4.859
843,28.1,0,1,914,869,2.844,10.377
843,28.1,1,2,1051,596,3.79,4.859
844,28.133,0,1,909,872,2.815,10.427
844,28.133,1,2,1039,588,3.707,4.661
845,28.167,0,1,909,872,2.815,10.427
845,28.167,1,2,1039,588,3.707,4.661
846,28.2,0,1,880,871,2.642,10.409
846,28.2,1,2,1036,584,3.687,4.561
847,28.233,0,1,876,871,2.618,10.409
847,28.233,1,2,1034,579,3.675,4.435
848,28.267,0,1,897,870,2.743,10.393
848,28.267,1,2,1029,574,3.64,4.309
849,28.3,0,1,888,868,2.689,10.359
849,28.3,1,2,1025,574,3.611,4.309
850,28.333,0,1,888,868,2.689,10.359
850,28.333,1,2,1025,574,3.611,4.309
851,28.367,0,1,877,871,2.624,10.409
851,28.367,1,2,1010,572,3.501,4.257
852,28.4,0,1,872,869,2.593,10.376
852,28.4,1,2,1001,573,3.434,4.282
853,28.433,0,1,924,867,2.904,10.344
853,28.433,1,2,1001,573,3.434,4.282
854,28.467,0,1,921,864,2.885,10.293
854,28.467,1,2,914,536,2.785,3.31
855,28.5,0,1,921,864,2.885,10.293
855,28.5,1,2,914,536,2.785,3.31
856,28.533,0,1,922,861,2.891,10.243
856,28.533,1,2,914,536,2.785,3.31
857,28.567,0,1,920,858,2.879,10.192
857,28.567,1,2,914,536,2.785,3.31
858,28.6,0,1,920,856,2.878,10.158
858,28.6,1,2,915,509,2.786,2.565
859,28.633,0,1,921,854,2.884,10.124
859,28.633,1,2,895,509,2.631,2.564
860,28.667,0,1,921,854,2.884,10.124
860,28.667,1,2,895,509,2.631,2.564
861,28.7,0,1,875,851,2.606,10.072
861,28.7,1,2,876,517,2.487,2.787
862,28.733,0,1,875,841,2.603,9.9
862,28.733,1,2,860,536,2.375,3.308
863,28.767,0,1,875,837,2.602,9.831
863,28.767,1,2,850,566,2.317,4.098
864,28.8,0,1,878,834,2.619,9.778
864,28.8,1,2,850,566,2.317,4.098
865,28.833,0,1,878,834,2.619,9.778
865,28.833,1,2,850,566,2.317,4.098
866,28.867,0,1,878,832,2.619,9.743
866,28.867,1,2,850,566,2.317,4.098
867,28.9,0,1,878,840,2.621,9.883
867,28.9,1,2,850,566,2.317,4.098
868,28.933,0,1,876,840,2.609,9.883
868,28.933,1,2,850,566,2.317,4.098
869,28.967,0,1,874,842,2.597,9.917
869,28.967,1,2,850,566,2.317,4.098
870,29.0,0,1,874,842,2.597,9.917
870,29.0,1,2,850,566,2.317,4.098
871,29.033,0,1,876,842,2.609,9.917
871,29.033,1,2,850,566,2.317,4.098
872,29.067,0,1,883,845,2.653,9.969
872,29.067,1,2,850,566,2.317,4.098
873,29.1,0,1,889,841,2.688,9.9
873,29.1,1,2,850,566,2.317,4.098
874,29.133,0,1,901,842,2.761,9.918
874,29.133,1,2,850,566,2.317,4.098
875,29.167,0,1,900,842,2.755,9.918
875,29.167,1,2,850,566,2.317,4.098
876,29.2,0,1,905,843,2.786,9.935
876,29.2,1,2,850,566,2.317,4.098
877,29.233,0,1,908,843,2.804,9.935
877,29.233,1,2,850,566,2.317,4.098
878,29.267,0,1,910,843,2.816,9.935
878,29.267,1,2,850,566,2.317,4.098
879,29.3,0,1,914,843,2.84,9.936
879,29.3,1,2,850,566,2.317,4.098
880,29.333,0,1,914,843,2.84,9.936
880,29.333,1,2,850,566,2.317,4.098
881,29.367,0,1,933,843,2.956,9.936
881,29.367,1,2,850,566,2.317,4.098
882,29.4,0,1,938,844,2.986,9.953
882,29.4,1,2,850,566,2.317,4.098
883,29.433,0,1,938,849,2.987,10.039
883,29.433,1,2,850,566,2.317,4.098
884,29.467,0,1,937,857,2.981,10.176
884,29.467,1,2,850,566,2.317,4.098
885,29.5,0,1,937,857,2.981,10.176
885,29.5,1,2,850,566,2.317,4.098
886,29.533,0,1,937,864,2.981,10.294
886,29.533,1,2,850,566,2.317,4.098
887,29.567,0,1,936,871,2.976,10.411
887,29.567,1,2,850,566,2.317,4.098
888,29.6,0,1,936,882,2.976,10.592
888,29.6,1,2,850,566,2.317,4.098
889,29.633,0,1,936,887,2.977,10.674
889,29.633,1,2,850,566,2.317,4.098
890,29.667,0,1,936,887,2.977,10.674
890,29.667,1,2,850,566,2.317,4.098
891,29.7,0,1,937,890,2.983,10.723
891,29.7,1,2,850,566,2.317,4.098
892,29.733,0,1,941,894,3.006,10.788
892,29.733,1,2,850,566,2.317,4.098
893,29.767,0,1,942,894,3.012,10.788
893,29.767,1,2,850,566,2.317,4.098
894,29.8,0,1,947,893,3.042,10.772
894,29.8,1,2,850,566,2.317,4.098
895,29.833,0,1,947,893,3.042,10.772
895,29.833,1,2,850,566,2.317,4.098
896,29.867,0,1,950,891,3.059,10.74
896,29.867,1,2,850,566,2.317,4.098
897,29.9,0,1,951,889,3.065,10.707
897,29.9,1,2,850,566,2.317,4.098
898,29.933,0,1,953,888,3.077,10.691
898,29.933,1,2,850,566,2.317,4.098
899,29.967,0,1,956,888,3.095,10.691
900,30.0,0,1,956,888,3.095,10.691
901,30.033,0,1,959,890,3.112,10.724
902,30.067,0,1,961,892,3.124,10.756
903,30.1,0,1,967,896,3.159,10.821
903,30.1,1,3,1111,461,4.36,1.162
904,30.133,0,1,967,896,3.159,10.821
904,30.133,1,3,1111,461,4.36,1.162
905,30.167,0,1,971,900,3.182,10.885
905,30.167,1,3,1118,461,4.417,1.162
906,30.2,0,1,972,905,3.188,10.965
906,30.2,1,3,1128,461,4.498,1.162
907,30.233,0,1,972,906,3.188,10.981
907,30.233,1,3,1138,461,4.579,1.163
908,30.267,0,1,972,909,3.187,11.029
908,30.267,1,3,1137,466,4.564,1.315
909,30.3,0,1,972,909,3.187,11.029
909,30.3,1,3,1137,466,4.564,1.315
910,30.333,0,1,1000,906,3.351,10.982
910,30.333,1,3,1122,464,4.446,1.254
911,30.367,0,1,1015,906,3.438,10.982
911,30.367,1,3,1120,464,4.43,1.254
912,30.4,0,1,1045,904,3.614,10.951
912,30.4,1,3,1116,467,4.394,1.344
913,30.433,0,1,1050,902,3.644,10.919
913,30.433,1,3,1116,462,4.4,1.192
914,30.467,0,1,1050,902,3.644,10.919
914,30.467,1,3,1116,462,4.4,1.192
915,30.5,0,1,1067,908,3.741,11.016
915,30.5,1,3,1116,467,4.394,1.344
916,30.533,0,1,1090,932,3.863,11.391
916,30.533,1,3,1115,467,4.386,1.344
917,30.567,0,1,1100,950,3.911,11.666
917,30.567,1,3,1111,467,4.354,1.344
918,30.6,0,1,1082,962,3.803,11.845
918,30.6,1,3,1103,468,4.288,1.374
919,30.633,0,1,1082,962,3.803,11.845
919,30.633,1,3,1103,468,4.288,1.374
920,30.667,0,1,1115,972,3.983,11.994
920,30.667,1,3,1097,468,4.24,1.374
921,30.7,0,1,1120,992,4.0,12.284
921,30.7,1,3,1092,468,4.2,1.374
922,30.733,0,1,1125,994,4.027,12.312
922,30.733,1,3,1088,468,4.168,1.374
923,30.767,0,1,1133,994,4.071,12.313
923,30.767,1,3,1080,469,4.102,1.403
924,30.8,0,1,1133,994,4.071,12.313
924,30.8,1,3,1080,469,4.102,1.403
925,30.833,0,1,1139,996,4.103,12.341
925,30.833,1,3,1075,460,4.07,1.129
926,30.867,0,1,1143,994,4.126,12.313
926,30.867,1,3,1073,460,4.054,1.129
927,30.9,0,1,1143,996,4.125,12.341
927,30.9,1,3,1072,482,4.027,1.791
928,30.933,0,1,1121,981,4.012,12.125
928,30.933,1,3,1068,488,3.991,1.968
929,30.967,0,1,1121,981,4.012,12.125
929,30.967,1,3,1068,488,3.991,1.968
930,31.0,0,1,1119,971,4.006,11.979
930,31.0,1,3,1065,507,3.953,2.514
931,31.033,0,1,1120,965,4.015,11.891
931,31.033,1,3,1061,468,3.951,1.372
932,31.067,0,1,1117,965,3.999,11.89
932,31.067,1,3,1058,462,3.931,1.19
933,31.1,0,1,1141,958,4.138,11.787
933,31.1,1,3,1055,507,3.875,2.514
934,31.133,0,1,1142,958,4.144,11.787
934,31.133,1,3,1055,507,3.875,2.514
935,31.167,0,1,1158,972,4.224,11.995
935,31.167,1,3,1053,507,3.859,2.514
936,31.2,0,1,1168,974,4.279,12.024
936,31.2,1,3,1050,463,3.866,1.22
937,31.233,0,1,1182,980,4.352,12.112
937,31.233,1,3,1047,461,3.843,1.159
938,31.267,0,1,1185,990,4.361,12.257
938,31.267,1,3,1044,461,3.818,1.159
939,31.3,0,1,1185,992,4.36,12.285
939,31.3,1,3,1044,461,3.818,1.159
940,31.333,0,1,1182,1032,4.313,12.845
940,31.333,1,3,1026,474,3.666,1.552
941,31.367,0,1,1181,1043,4.3,12.994
941,31.367,1,3,1020,484,3.613,1.848
942,31.4,0,1,1165,1044,4.214,13.007
942,31.4,1,3,1012,487,3.549,1.936
943,31.433,0,1,1158,1044,4.176,13.007
943,31.433,1,3,1003,487,3.477,1.936
944,31.467,0,1,1158,1044,4.176,13.007
944,31.467,1,3,1003,487,3.477,1.936
945,31.5,0,1,1158,1044,4.176,13.007
945,31.5,1,3,991,536,3.37,3.313
946,31.533,0,1,1160,1044,4.187,13.007
946,31.533,1,3,976,536,3.256,3.312
947,31.567,0,1,1162,1044,4.197,13.007
947,31.567,1,3,973,471,3.242,1.459
948,31.6,0,1,1161,1044,4.192,13.007
948,31.6,1,3,951,536,3.066,3.311
949,31.633,0,1,1161,1044,4.192,13.007
949,31.633,1,3,951,536,3.066,3.311
950,31.667,0,1,1161,1044,4.192,13.007
950,31.667,1,3,938,536,2.967,3.311
951,31.7,0,1,1160,1044,4.187,13.007
951,31.7,1,3,923,535,2.853,3.283
952,31.733,0,1,1153,1044,4.149,13.007
952,31.733,1,3,904,537,2.709,3.336
953,31.767,0,1,1154,1044,4.155,13.007
953,31.767,1,3,904,537,2.709,3.336
954,31.8,0,1,1154,1044,4.155,13.007
954,31.8,1,3,883,535,2.549,3.282
955,31.833,0,1,1148,1040,4.125,12.953
955,31.833,1,3,906,554,2.729,3.788
956,31.867,0,1,1133,1031,4.049,12.83
956,31.867,1,3,845,561,2.277,3.968
957,31.9,0,1,1113,1016,3.949,12.623
957,31.9,1,3,845,561,2.277,3.968
958,31.933,0,1,1096,1016,3.856,12.622
958,31.933,1,3,849,572,2.313,4.251
959,31.967,0,1,1095,1016,3.851,12.622
959,31.967,1,3,849,572,2.313,4.251
960,32.0,0,1,1078,1017,3.757,12.636
960,32.0,1,3,849,572,2.313,4.251
961,32.033,0,1,1062,1016,3.671,12.621
961,32.033,1,3,849,572,2.313,4.251
962,32.067,0,1,1045,1014,3.578,12.593
962,32.067,1,3,849,572,2.313,4.251
963,32.1,0,1,1035,1012,3.524,12.565
963,32.1,1,3,825,584,2.145,4.553
964,32.133,0,1,1035,1012,3.524,12.565
964,32.133,1,3,825,584,2.145,4.553
965,32.167,0,1,1003,961,3.358,11.828
965,32.167,1,3,857,426,2.282,0.045
966,32.2,0,1,991,956,3.291,11.753
966,32.2,1,3,858,426,2.29,0.045
967,32.233,0,1,978,957,3.218,11.768
967,32.233,1,3,858,426,2.29,0.045
968,32.267,0,1,949,945,3.054,11.587
968,32.267,1,3,828,581,2.165,4.478
969,32.3,0,1,949,945,3.054,11.587
969,32.3,1,3,823,581,2.128,4.478
970,32.333,0,1,928,949,2.934,11.647
970,32.333,1,3,824,580,2.134,4.453
971,32.367,0,1,912,944,2.843,11.571
971,32.367,1,3,824,574,2.13,4.301
972,32.4,0,1,895,949,2.747,11.646
972,32.4,1,3,824,572,2.129,4.25
973,32.433,0,1,876,932,2.635,11.386
973,32.433,1,3,823,572,2.121,4.25
974,32.467,0,1,876,932,2.635,11.386
974,32.467,1,3,823,572,2.121,4.25
975,32.5,0,1,862,925,2.552,11.277
975,32.5,1,3,824,572,2.129,4.25
976,32.533,0,1,856,932,2.52,11.386
976,32.533,1,3,827,572,2.151,4.251
977,32.567,0,1,846,933,2.463,11.401
977,32.567,1,3,830,572,2.173,4.251
978,32.6,0,1,832,933,2.382,11.4
978,32.6,1,3,832,570,2.186,4.2
979,32.633,0,1,831,933,2.377,11.4
979,32.633,1,3,832,570,2.186,4.2
980,32.667,0,1,807,933,2.239,11.4
980,32.667,1,3,835,567,2.206,4.123
981,32.7,0,1,785,932,2.112,11.384
981,32.7,1,3,838,565,2.227,4.072
982,32.733,0,1,758,931,1.957,11.368
982,32.733,1,3,841,559,2.246,3.916
983,32.767,0,1,742,931,1.865,11.367
983,32.767,1,3,845,552,2.271,3.733
984,32.8,0,1,742,931,1.865,11.367
984,32.8,1,3,845,549,2.269,3.654
985,32.833,0,1,738,932,1.842,11.383
985,32.833,1,3,848,547,2.29,3.602
986,32.867,0,1,735,927,1.821,11.305
986,32.867,1,3,853,546,2.327,3.575
987,32.9,0,1,726,925,1.768,11.274
987,32.9,1,3,859,546,2.373,3.575
988,32.933,0,1,711,910,1.669,11.038
988,32.933,1,3,873,546,2.478,3.576
989,32.967,0,1,711,910,1.669,11.038
989,32.967,1,3,873,546,2.478,3.576
990,33.0,0,1,697,909,1.586,11.022
990,33.0,1,3,875,546,2.493,3.576
991,33.033,0,1,685,921,1.528,11.21
991,33.033,1,3,880,546,2.531,3.576
992,33.067,0,1,676,921,1.476,11.21
992,33.067,1,3,881,546,2.538,3.576
993,33.1,0,1,667,921,1.424,11.21
993,33.1,1,3,881,546,2.538,3.576
994,33.133,0,1,667,921,1.424,11.21
994,33.133,1,3,881,546,2.538,3.576
995,33.167,0,1,660,921,1.383,11.21
995,33.167,1,3,883,544,2.553,3.523
996,33.2,0,1,658,921,1.372,11.21
996,33.2,1,3,890,543,2.605,3.497
997,33.233,0,1,657,921,1.366,11.21
997,33.233,1,3,897,541,2.657,3.444
998,33.267,0,1,660,908,1.37,11.005
998,33.267,1,3,909,530,2.745,3.147
999,33.3,0,1,660,908,1.37,11.005
999,33.3,1,3,909,530,2.745,3.147
1000,33.333,0,1,668,908,1.416,11.005
1000,33.333,1,3,911,530,2.76,3.147
1001,33.367,0,1,672,913,1.445,11.084
1001,33.367,1,3,919,528,2.821,3.093
1002,33.4,0,1,676,914,1.469,11.1
1002,33.4,1,3,921,522,2.835,2.928
1003,33.433,0,1,681,915,1.499,11.116
1003,33.433,1,3,930,522,2.904,2.928
1004,33.467,0,1,681,914,1.498,11.1
1004,33.467,1,3,930,522,2.904,2.928
1005,33.5,0,1,687,914,1.533,11.101
1005,33.5,1,3,935,522,2.943,2.928
1006,33.533,0,1,702,913,1.619,11.085
1006,33.533,1,3,945,521,3.02,2.901
1007,33.567,0,1,704,918,1.635,11.164
1007,33.567,1,3,953,520,3.081,2.874
1008,33.6,0,1,711,913,1.671,11.085
1008,33.6,1,3,960,520,3.135,2.874
1009,33.633,0,1,711,913,1.671,11.085
1009,33.633,1,3,960,519,3.135,2.846
1010,33.667,0,1,716,910,1.698,11.038
1010,33.667,1,3,962,518,3.151,2.819
1011,33.7,0,1,717,909,1.703,11.022
1011,33.7,1,3,966,512,3.182,2.651
1012,33.733,0,1,739,908,1.83,11.007
1012,33.733,1,3,969,496,3.207,2.196
1013,33.767,0,1,750,908,1.894,11.007
1013,33.767,1,3,972,498,3.23,2.253
1014,33.8,0,1,750,908,1.894,11.007
1014,33.8,1,3,972,498,3.23,2.253
1015,33.833,0,1,761,908,1.958,11.008
1015,33.833,1,3,988,498,3.356,2.254
1016,33.867,0,1,779,909,2.064,11.024
1016,33.867,1,3,993,497,3.395,2.226
1017,33.9,0,1,798,909,2.174,11.024
1017,33.9,1,3,999,497,3.442,2.226
1018,33.933,0,1,815,909,2.273,11.025
1018,33.933,1,3,1007,497,3.505,2.226
1019,33.967,0,1,815,909,2.273,11.025
1019,33.967,1,3,1007,497,3.505,2.226
1020,34.0,0,1,825,909,2.331,11.025
1020,34.0,1,3,1009,467,3.533,1.34
1021,34.033,0,1,834,911,2.385,11.057
1021,34.033,1,3,1012,496,3.545,2.198
1022,34.067,0,1,837,912,2.403,11.073
1022,34.067,1,3,1016,496,3.576,2.198
1023,34.1,0,1,838,912,2.408,11.073
1023,34.1,1,3,1017,491,3.586,2.053
1024,34.133,0,1,838,912,2.408,11.073
1024,34.133,1,3,1017,491,3.586,2.053
1025,34.167,0,1,840,910,2.419,11.041
1025,34.167,1,3,1029,487,3.683,1.937
1026,34.2,0,1,845,907,2.447,10.994
1026,34.2,1,3,1033,471,3.724,1.462
1027,34.233,0,1,870,906,2.593,10.979
1027,34.233,1,3,1042,468,3.798,1.372
1028,34.267,0,1,881,905,2.657,10.963
1028,34.267,1,3,1046,464,3.833,1.25
1029,34.3,0,1,881,905,2.657,10.963
1029,34.3,1,3,1046,464,3.833,1.25
1030,34.333,0,1,890,903,2.709,10.931
1030,34.333,1,3,1046,464,3.833,1.25
1031,34.367,0,1,895,903,2.738,10.931
1031,34.367,1,3,1046,464,3.833,1.25
1032,34.4,0,1,901,903,2.773,10.932
1032,34.4,1,3,1044,469,3.813,1.402
1033,34.433,0,1,914,905,2.849,10.964
1033,34.433,1,3,1045,470,3.821,1.432
1034,34.467,0,1,914,905,2.849,10.964
1034,34.467,1,3,1045,470,3.821,1.432
1035,34.5,0,1,923,910,2.902,11.043
1035,34.5,1,3,1046,471,3.828,1.462
1036,34.533,0,1,933,913,2.961,11.091
1036,34.533,1,3,1056,471,3.908,1.463
1037,34.567,0,1,945,920,3.03,11.201
1037,34.567,1,3,1062,471,3.956,1.463
1038,34.6,0,1,948,928,3.048,11.326
1038,34.6,1,3,1061,471,3.948,1.463
1039,34.633,0,1,948,928,3.048,11.326
1039,34.633,1,3,1061,471,3.948,1.463
1040,34.667,0,1,960,926,3.117,11.295
1040,34.667,1,3,1059,471,3.932,1.463
1041,34.7,0,1,979,931,3.226,11.373
1041,34.7,1,3,1057,470,3.917,1.433
1042,34.733,0,1,1001,928,3.353,11.327
1042,34.733,1,3,1057,488,3.904,1.967
1043,34.767,0,1,1031,925,3.526,11.282
1043,34.767,1,3,1057,488,3.904,1.967
1044,34.8,0,1,1031,925,3.526,11.282
1044,34.8,1,3,1056,488,3.896,1.967
1045,34.833,0,1,1043,919,3.597,11.188
1045,34.833,1,3,1056,490,3.894,2.025
1046,34.867,0,1,1030,905,3.526,10.967
1046,34.867,1,3,1055,490,3.887,2.025
1047,34.9,0,1,1049,916,3.633,11.141
1047,34.9,1,3,1052,490,3.863,2.025
1048,34.933,0,1,1056,918,3.673,11.173
1048,34.933,1,3,1050,489,3.848,1.996
1049,34.967,0,1,1056,918,3.673,11.173
1049,34.967,1,3,1050,489,3.848,1.996
1050,35.0,0,1,1070,921,3.753,11.22
1050,35.0,1,3,1044,491,3.799,2.054
1051,35.033,0,1,1081,920,3.817,11.205
1051,35.033,1,3,1043,494,3.789,2.141
1052,35.067,0,1,1095,917,3.899,11.158
1052,35.067,1,3,1044,453,3.824,0.912
1053,35.1,0,1,1104,915,3.952,11.127
1053,35.1,1,3,1044,494,3.797,2.141
1054,35.133,0,1,1104,915,3.952,11.127
1054,35.133,1,3,1043,494,3.789,2.141
1055,35.167,0,1,1117,911,4.03,11.064
1055,35.167,1,3,1043,494,3.789,2.141
1056,35.2,0,1,1129,905,4.104,10.969
1056,35.2,1,3,1043,499,3.786,2.285
1057,35.233,0,1,1135,902,4.141,10.922
1057,35.233,1,3,1041,461,3.794,1.159
1058,35.267,0,1,1139,900,4.166,10.89
1058,35.267,1,3,1041,519,3.759,2.849
1059,35.3,0,1,1139,900,4.166,10.89
1059,35.3,1,3,1041,519,3.759,2.849
1060,35.333,0,1,1144,896,4.198,10.826
1060,35.333,1,3,1037,524,3.725,2.987
1061,35.367,0,1,1168,894,4.34,10.794
1061,35.367,1,3,1039,526,3.74,3.042
1062,35.4,0,1,1161,892,4.301,10.761
1062,35.4,1,3,1037,526,3.724,3.042
1063,35.433,0,1,1154,889,4.262,10.713
1063,35.433,1,3,1039,525,3.74,3.015
1064,35.467,0,1,1154,889,4.262,10.713
1064,35.467,1,3,1039,525,3.74,3.015
1065,35.5,0,1,1146,886,4.217,10.663
1065,35.5,1,3,1042,528,3.761,3.097
1066,35.533,0,1,1147,883,4.225,10.614
1066,35.533,1,3,1067,528,3.953,3.098
1067,35.567,0,1,1145,880,4.215,10.565
1067,35.567,1,3,1068,530,3.959,3.153
1068,35.6,0,1,1143,878,4.205,10.532
1068,35.6,1,3,1073,529,3.998,3.126
1069,35.633,0,1,1143,878,4.205,10.532
1069,35.633,1,3,1073,529,3.998,3.126
1070,35.667,0,1,1141,876,4.195,10.499
1070,35.667,1,3,1072,529,3.99,3.126
1071,35.7,0,1,1137,875,4.171,10.482
1071,35.7,1,3,1073,533,3.995,3.235
1072,35.733,0,1,1133,876,4.147,10.499
1072,35.733,1,3,1072,543,3.98,3.504
1073,35.767,0,1,1128,881,4.114,10.581
1073,35.767,1,3,1072,556,3.97,3.847
1074,35.8,0,1,1128,881,4.114,10.581
1074,35.8,1,3,1072,556,3.97,3.847
1075,35.833,0,1,1123,882,4.084,10.597
1075,35.833,1,3,1072,557,3.969,3.873
1076,35.867,0,1,1116,878,4.045,10.531
1076,35.867,1,3,1084,558,4.058,3.9
1077,35.9,0,1,1110,878,4.009,10.531
1077,35.9,1,3,1082,562,4.04,4.003
1078,35.933,0,1,1101,879,3.955,10.547
1078,35.933,1,3,1178,535,4.791,3.293
1079,35.967,0,1,1127,879,4.109,10.548
1079,35.967,1,3,1178,535,4.791,3.293
1080,36.0,0,1,1108,876,3.998,10.498
1080,36.0,1,3,1178,535,4.791,3.293
1081,36.033,0,1,1113,873,4.03,10.449
1081,36.033,1,3,1248,491,5.407,2.062
1082,36.067,0,1,1090,871,3.894,10.415
1082,36.067,1,3,1227,539,5.157,3.403
1083,36.1,0,1,1094,869,3.919,10.382
1083,36.1,1,3,1238,540,5.238,3.43
1084,36.133,0,1,1094,869,3.919,10.382
1084,36.133,1,3,1238,540,5.238,3.43
1085,36.167,0,1,1131,878,4.134,10.532
1085,36.167,1,3,1238,540,5.238,3.43
1086,36.2,0,1,1187,621,4.741,5.465
1086,36.2,1,3,1269,452,5.659,0.891
1087,36.233,0,1,1187,621,4.741,5.465
